,label,message,label_num,Length
4256,spam,important information 4 orange user  today is your lucky day2find out why log onto httpwwwurawinnercom theres a fantastic surprise awaiting you,1,152
1566,ham,i am late i will be there at,0,29
3846,spam,fantasy football is back on your tv go to sky gamestar on sky active and play å£250k dream team scoring starts on saturday so register nowsky opt out to 88088,1,162
4209,ham,no dahe is stupid daalways sending like thisdon believe any of those messagepandy is a mental,0,102
1548,ham,me i dont know again oh,0,24
2865,ham,smith waste dai wanna gayle,0,29
4935,ham,kkcongratulation ,0,24
2205,ham,haha my legs and neck are killing me and my amigos are hoping to end the night with a burn think i could swing by in like an hour,0,132
881,ham,see i knew giving you a break a few times woul lead to you always wanting to miss curfew i was gonna gibe you til one but a midnight movie is not gonna get out til after 2 you need to come home you need to getsleep and if anything you need to b studdying ear training,0,276
5054,ham,am on a train back from northampton so im afraid not im staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way,0,175
4551,ham,symptoms when u are in love 1u like listening songs 2u get stopped where u see the name of your beloved 3u wont get angry when your,0,142
3877,ham,what you need you have a person to give na,0,44
1855,ham,kyou are the only girl waiting in reception ah,0,50
641,ham, said kiss kiss i cant do the sound effects he is a gorgeous man isnt he kind of person who needs a smile to brighten his day ,0,133
2257,ham,here got lots of hair dresser fr china,0,39
803,spam,you have won a guaranteed å£200 award or even å£1000 cashto claim ur award call free on 08000407165 18 2 stop getstop on 88222 php rg21 4jx,1,143
2815,ham,genius whats up how your brother pls send his number to my skype,0,68
5111,ham,ive reached sch already,0,27
3768,ham,was gr8 to see that message so when r u leaving congrats dear what school and wat r ur plans,0,96
79,ham,its not the same here still looking for a job how much do tas earn there,0,76
4618,ham,sorry ill call later in meeting,0,34
5401,ham,babes i think i got ur brolly i left it in english wil bring it in 2mrw 4 u luv franxx,0,86
797,ham,petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic,0,98
2995,ham,they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear,0,112
4709,ham,ya i knw u vl givits ok thanks kanoanyway enjoy wit ur family wit 1st salary,0,88
1035,ham,hello baby did you get back to your moms  are you setting up the computer now  filling your belly  how goes it loverboy  i miss you already  sighs,0,157
2711,ham,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,0,179
5504,ham,wait  i will msg after  ltgt  min,0,40
4995,ham,happy new year hope you are having a good semester,0,51
2803,ham,lil fever now fine,0,22
3328,ham,sac will score big hundredhe is set batsman,0,47
3434,ham,hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal when are u free katexxx,0,105
898,ham,thursday night yeah sure thing well work it out then,0,56
5420,ham,i dont know oh hopefully this month,0,37
2198,ham,im in a movie call me 4 wat,0,30
549,ham,ok give me 5 minutes i think i see her btw youre my alibi you were cutting my hair the whole time,0,101
3461,spam,bloomberg message center 447797706009 why wait apply for your future httpcareers bloombergcom,1,101
2158,ham,i think you should go the honesty road call the bank tomorrow its the tough decisions that make us great people,0,114
4055,ham,ha ha nan yalrigu heltiniiyo kothi chikku u shared many things wit meso far i didnt told any body and even uttered a word abt u if ur trusting me so much how can i tell these to others plz nxt time dont use those words to meok chikkub,0,255
4110,spam,urgent your mobile number has been awarded a ukp2000 prize guaranteed call 09061790125 from landline claim 3030 valid 12hrs only 150ppm,1,141
1162,spam,free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005 text fa to 87121 to receive entry questionstd txt ratetcs apply 08452810075over18s,1,155
1714,ham,yeah i dont see why not,0,24
2953,ham,think i might have to give it a miss am teaching til twelve then have lecture at two damn this working thing,0,112
1333,ham,oh icic k lor den meet other day,0,42
5508,ham,machan you go to gym tomorrow  i wil come late goodnight,0,58
1992,spam,free tones hope you enjoyed your new content text stop to 61610 to unsubscribe help08712400602450p provided by tones2youcouk,1,129
5372,ham,ok is any problem to u frm him wats matter,0,46
2470,ham,eat at old airport road but now 630 oredi got a lot of pple,0,68
4401,ham,good friends care for each other close friends understand each other and true friends stay forever beyond words beyond time gud ni8,0,138
2215,ham,prabhaim sorydarealyfrm heart im sory,0,45
4742,ham,i am in hospital da  i will return home in evening,0,52
5227,ham,i remet alex nichols from middle school and it turns out hes dealing,0,71
795,ham,its really getting me down just hanging around,0,48
3047,ham,die now i have e toot fringe again,0,40
1237,ham,is ur paper in e morn or aft tmr,0,33
4802,ham,how do you plan to manage that,0,30
547,ham,sorry that took so long omw now,0,32
2509,ham,u wake up already wat u doing u picking us up later rite im taking sq825 reaching ard 7 smth 8 like dat u can check e arrival time c ya soon,0,150
257,ham,where are you lover  i need you ,0,36
4536,ham,normally i use to drink more water daily,0,42
496,ham,nope think i will go for it on monday sorry i replied so late,0,67
4253,ham,how about clothes jewelry and trips,0,38
612,ham,i have many dependents,0,22
5500,ham,love has one law make happy the person you love in the same way friendship has one law never make ur friend feel alone until you are alive gud night,0,155
156,ham,im leaving my house now,0,27
3930,ham,nooooooo im gonna be bored to death all day cable and internet outage,0,72
2712,ham,hey you still want to go for yogasana coz if we end at cine then can go bathe and hav the steam bath,0,101
76,ham,thats cool i am a gentleman and will treat you with dignity and respect,0,73
4061,ham,hi dear we saw dear we both are happy where you my battery is low,0,67
432,spam,congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx,1,157
1447,ham,donû÷t give a flying monkeys wot they think and i certainly donû÷t mind any friend of mine and all that,0,107
321,ham,hey why dont we just go watch x men and have lunch haha ,0,62
5095,ham,kkthis month kotees birthday know,0,36
5300,ham,i cant make it tonight,0,23
5346,ham,my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa    naked,0,130
2324,ham,ok lor,0,7
3845,ham,pls go there today  ltgt  i dont want any excuses,0,55
1636,ham,no shit but i wasnt that surprised so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didnt let him fuck me,0,165
2516,ham,yesim in office da,0,22
1445,ham,i am in a marriage function,0,27
3514,ham,im job profile seems like bpo,0,32
5427,spam,santa calling would your little ones like a call from santa xmas eve call 09058094583 to book your time,1,106
1371,ham,i though we shd go out n have some fun so bar in town or something ûò sound ok,0,80
1490,ham,cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning see you in the library later,0,172
4266,ham,sorry im stil fucked after last nite went tobed at 430 got up 4 work at 630,0,75
3014,ham, ltgt  mins but i had to stop somewhere first,0,51
2273,ham,cold dont be sad dear,0,22
5407,ham,yup he msg me is tat yijue then i tot its my group mate cos we meeting today mah im askin if ì leaving earlier or wat mah cos mayb ì haf to walk v far,0,162
5513,ham,yes please leave at  ltgt  so that at  ltgt  we can leave,0,69
454,spam,loan for any purpose å£500  å£75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,1,164
1306,spam,enjoy the jamster videosound gold club with your credits for 2 new videosounds2 logosmusicnews get more fun from jamstercouk 16only help call 09701213186 ,1,163
1902,ham,my sister got placed in birla soft da,0,40
1889,ham,i gotta collect da car at 6 lei,0,32
1978,ham,no im in the same boat still here at my moms check me out on yo im half naked,0,83
2212,ham,this is one of the days you have a billion classes right,0,58
3923,ham,how izzit still raining,0,25
3113,ham,yes watching footie but worried were going to blow it  phil neville,0,70
1366,ham,bbq this sat at mine from 6ish ur welcome 2 come,0,49
3486,ham,change windows logoff sound,0,29
1928,spam,call from 08702490080  tells u 2 call 09066358152 to claim å£5000 prize u have 2 enter all ur mobile  personal details  the prompts careful,1,145
938,spam,urgent call 09061749602 from landline your complimentary 4 tenerife holiday or å£10000 cash await collection sae tcs box 528 hp20 1yf 150ppm 18,1,149
2983,ham,he said that he had a right giggle when he saw u again you would possibly be the first person2die from nvq but think how much you could for ,0,143
2713,ham,nope im not drivin i neva develop da photos lei,0,54
1291,ham,hey babe i saw you came online for a second and then you disappeared what happened ,0,86
2923,ham,thts gods gift for birds as humans hav some natural gift frm god,0,67
5328,ham,sweet heart how are you,0,24
3479,ham,what was she looking for,0,25
5269,spam,if you dont your prize will go to another customer tc at wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl please call back if busy ,1,145
3161,ham,i cant describe how lucky you are that im actually awake by noon,0,66
5126,ham,to the wonderful okors have a great month we cherish you guys and wish you well each day mojibiola,0,101
5251,ham,yeah work is fine started last week all the same stuff as before dull but easy and guys are fun,0,99
4195,ham,sorry its a lot of friendofafriend stuff im just now about to talk to the actual guy who wants to buy,0,108
1422,spam,congratulations ur awarded either å£500 of cd gift vouchers  free entry 2 our å£100 weekly draw txt music to 87066 tncs wwwldewcom 1 win150ppmx3age16,1,152
1127,ham,height of oh shit situation a guy throws a luv letter on a gal but falls on her brothers head whos a gay,0,114
4908,ham,will do have a good day,0,24
2304,ham,friendship poem dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear gud ni8,0,127
4685,ham,but pls dont play in others life,0,33
1514,ham,kall the bestcongrats,0,28
4659,ham,you call him and tell now infront of them call him now,0,56
2332,ham,we are both fine thanks,0,24
4665,ham,nottel software name,0,24
3462,ham,i am seeking a lady in the street and a freak in the sheets is that you,0,73
2562,ham,yeah i am so ill leave maybe 7ish,0,36
30,ham,wait thats still not all that clear were you not sure about me being sarcastic or that thats why x doesnt want to live with us,0,130
5283,ham,yeah probably here for a while,0,31
176,ham,u still going to the mall,0,26
1771,ham,watching tv now i got new job ,0,33
646,ham,do you mind if i ask what happened you dont have to say if it is uncomfortable,0,80
2519,ham,ok i only ask abt e movie u wan ktv oso,0,42
4683,ham,my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge,0,160
3757,ham,lol no ouch but wish id stayed out a bit longer,0,48
2135,ham,carlos took a while again we leave in a minute,0,49
2448,ham,do u knw dis no ltgt ,0,28
3853,ham,oh ya got hip hop open haha i was thinking can go for jazz then zoom to cine actually tonight im free leh and theres a kb lesson tonight,0,148
503,ham,lolnice i went from a fish to water,0,40
4132,spam,freemsg todays the day if you are ready im horny  live in your town i love sex fun  games netcollex ltd 08700621170150p per msg reply stop to end,1,152
764,ham,wishing you and your family merry x mas and happy new year in advance,0,75
4199,ham,i will come tomorrow di,0,23
3001,ham,excellent ill see what rileys plans are,0,42
244,ham,u dont remember that old commercial,0,37
3090,spam,lord of the ringsreturn of the king in store nowreply lotr by 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate reply stop to end txts,1,140
1044,spam,we know someone who you know that fancies you call 09058097218 to find out who pobox 6 ls15hb 150p,1,101
1617,ham,did u download the fring app,0,29
5402,ham,hi babe its me thanks for coming even though it didnt go that welli just wanted my bed hope to see you soon love and kisses xxx,0,129
3003,spam,youve won tkts to the euro2004 cup final or å£800 cash to collect call 09058099801 b4190604 pobox 7876150ppm,1,111
2427,ham,do you think i can move  ltgt  in a week,0,45
3182,ham,dunno i juz askin cos i got a card got 20 off 4 a salon called hair sense so i tot its da one ì cut ur hair ,0,112
336,ham,cool so how come you havent been wined and dined before,0,57
318,spam,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906,1,157
4251,ham,send ur birthdate with month and year i will tel u ur life partners name and the method of calculation reply must,0,118
3713,ham,oh i will get paid the most outstanding one is for a commercial i did for hasbroin august they made us jump through so many hoops to get paid still not,0,159
2043,spam,4mths half price orange line rental  latest camera phones 4 free had your phone 11mths  call mobilesdirect free on 08000938767 to update now or2stoptxt,1,155
152,ham,ok ur typical reply,0,25
5526,spam,private your 2003 account statement for shows 800 unredeemed sim points call 08718738001 identifier code 49557 expires 261104,1,134
287,ham,hi baby im cruisin with my girl friend what r u up 2 give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0,148
1434,ham,i asked sen to come chennai and search for job,0,47
252,ham,what you doinghow are you,0,27
5321,ham,ok no problem yup im going to sch at 4 if i rem correctly,0,64
329,ham,im reading the text i just sent you its meant to be a joke so read it in that light,0,86
2001,ham,idea will soon get converted to live,0,38
5533,ham,hey chief can you give me a bell when you get this need to talk to you about this royal visit on the 1st june ,0,113
4304,ham,yo come over carlos will be here soon,0,37
1396,ham,shall i start from hear,0,24
2823,ham,no need to buy lunch for me i eat maggi mee,0,47
61,ham,ha ha ha good joke girls are situation seekers,0,48
1509,ham,when u love someone dont make them to love u as much as u do but love them so much that they dont want to be loved by anyone except you gud nit,0,148
1425,ham,ill be at mu in like  ltgt  seconds,0,41
2661,ham,do you know when dad will be back,0,34
1579,ham,why is that princess i bet the brothas are all chasing you,0,61
5208,ham,hiwhat you think about match,0,30
5013,ham,hello boytoy  geeee  im missing you today i like to send you a tm and remind you im thinking of you  and you are loved  loving kiss,0,146
609,ham,its fine imma get a drink or somethin want me to come find you,0,66
5448,ham,aight we can pick some up you open before tonight,0,51
1339,ham,every mondaynxt week vl be completing,0,41
5275,ham,oh yeah clearly its my fault,0,29
3188,ham,x2  ltgt  are you going to get that,0,41
5365,spam,camera  you are awarded a sipix digital camera call 09061221066 fromm landline delivery within 28 days,1,106
1706,ham,yes i am a one woman man please tell me your likes and dislikes in bed,0,75
787,spam,ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community 100psms,1,129
2129,ham,mine here like all fr china then so noisy,0,42
5023,ham,where you what happen,0,22
4396,ham,when did dad get back,0,22
2009,ham,i cant keep going through this it was never my intention to run you out but if you choose to do that rather than keep the room clean so i dont have to say no to visitors then maybe thats the best choice yes i wanted you to be embarassed so maybe youd feel for once how i feel when i have a friend who wants to drop buy and i have to say no as happened this morning ive tried everything i dont know what else to do,0,431
812,spam,congratulations ur awarded either å£500 of cd gift vouchers  free entry 2 our å£100 weekly draw txt music to 87066 tncs wwwldewcom1win150ppmx3age16,1,150
5187,ham,what time u wrkin,0,18
265,ham,same wana plan a trip sometme then,0,35
1083,ham,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem,0,119
2767,ham,wow v v impressed have funs shopping,0,38
799,ham,gimme a few was  ltgt  minutes ago,0,43
429,ham,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of  ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob,0,150
3076,ham,there is no sense in my foot and penis,0,39
3740,spam,22 146tf150p,1,13
4872,ham,lol oops sorry have fun ,0,27
4894,spam,want the latest video handset 750 anytime any network mins half price line rental reply or call 08000930705 for delivery tomorrow,1,132
944,ham,i sent my scores to sophas and i had to do secondary application for a few schools i think if you are thinking of applying do a research on cost also contact joke ogunrinde her school is one me the less expensive ones,0,221
5065,ham,i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cannt listen me,0,119
303,ham,he is a womdarfull actor,0,24
2916,ham,yes that will be fine love you be safe,0,42
53,ham,wow i never realized that you were so embarassed by your accomodations i thought you liked it since i was doing the best i could and you always seemed so happy about the cave im sorry i didnt and dont have more to give im sorry i offered im sorry your room was so embarassing,0,291
5045,ham,desires u going to doctor 4 liver and get a bit stylish get ur hair managed thats it,0,89
4848,ham,either way works for me i am  ltgt  years old hope that doesnt bother you,0,81
477,ham,tension ahwhat machiany problem,0,34
2063,spam,urgent your mobile no  won a å£2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362220 asap box97n7qp 150ppm,1,159
2931,ham,only 2 students solved this cat question in xam 532 ltgt  924 ltgt  863 ltgt  then 725 tell me the answer if u r brilliant1thingi got d answr,0,183
2647,ham,its a taxt massagetiepos argh ok lool,0,46
3013,ham,i might go 2 sch yar at e salon now v boring,0,46
5075,ham,well im glad you didnt find it totally disagreeable  lol,0,62
3218,ham,me too baby i promise to treat you well i bet you will take good care of me,0,80
3157,ham,thank u it better work out cause i will feel used otherwise,0,60
806,ham,sure but make sure he knows we aint smokin yet,0,48
363,ham,busy here trying to finish for new year i am looking forward to finally meeting you,0,88
1607,ham,jus telling u dat ill b leaving 4 shanghai on 21st instead so well haf more time 2 meet up cya,0,99
5179,ham,hi hope u r both ok he said he would text and he hasnt have u seen him let me down gently please ,0,101
3097,ham,this is all just creepy and crazy to me,0,40
3002,ham,i will see in half an hour,0,26
1657,ham,sif we have one good partnership going we will take lead,0,61
4447,ham,i sent them do you like,0,25
838,spam,we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery wed,1,155
4819,spam,check out choose your babe videos  smsshsexnetun fgkslpopw fgkslpo,1,69
1167,ham,lol now im after that hot air balloon,0,39
1592,ham,will it help if we propose going back again tomorrow,0,52
5527,ham,total disappointment when i texted you was the craziest shit got ,0,68
1386,ham,all e best 4 ur exam later,0,27
4019,ham,university of southern california,0,34
2649,ham,you might want to pull out more just in case and just plan on not spending it if you can i dont have much confidence in derek and taylors money management,0,157
5142,ham,now that you have started dont stop just pray for more good ideas and anything i see that can help you guys ill forward you a link,0,133
882,ham,i love to give massages i use lots of baby oil what is your fave position,0,78
3656,ham,studying but ill be free next weekend,0,40
2655,ham,great i have to run now so ttyl,0,33
4948,ham,i am in bus on the way to calicut,0,33
1241,ham,i want to show you the world princess  how about europe,0,59
656,ham,sun cant come to earth but send luv as rays cloud cant come to river but send luv as rain i cant come to meet u but can send my care as msg to u gud evng,0,157
2804,ham,i think its all still in my car,0,32
3467,ham,yay finally lol i missed our cinema trip last week ,0,56
2788,ham,ìï got wat to buy tell us then ì no need to come in again,0,59
1917,ham,we not leaving yet ok lor then we go elsewhere n eat u thk,0,63
5378,spam,free entry to the gr8prizes wkly comp 4 a chance to win the latest nokia 8800 psp or å£250 cash every wktxt great to 80878 httpwwwgr8prizescom 08715705022,1,160
488,ham,depends on quality if you want the type i sent boye faded glory then about 6 if you want ralphs maybe 2,0,107
4547,ham,hope you are having a good week just checking in,0,49
1147,ham,ok help me ask if shes working tmr a not,0,45
1558,ham,message from  i am at truro hospital on ext you can phone me here as i have a phone by my side,0,97
2436,ham,btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,0,114
3273,ham,thanx a lot,0,14
5414,ham,east coast,0,10
5154,ham,like  ltgt  same question,0,31
2025,ham,yes obviously but you are the eggspert and the potato headû speak soon ,0,76
5117,ham,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning same here,0,88
3655,ham,oh really did you make it on air whats your talent,0,55
154,ham,you are everywhere dirt on the floor the windows even on my shirt and sometimes when i open my mouth you are all that comes flowing out i dream of my world without you then half my chores are out too a time of joy for me lots of tv shows ill see but i guess like all things you just must exist like rain hail and mist and when my time here is done you and i become one,0,384
4593,ham,i had a good time too its nice to do something a bit different with my weekends for a change see ya soon,0,106
5299,ham,well good morning mr  hows london treatin ya treacle,0,55
3183,ham,good morning pookie pie lol hope i didnt wake u up,0,52
1002,ham,yeshe is really greatbhaji told kallis best cricketer after sachin in worldvery tough to get out,0,104
311,spam,think ur smart  win å£200 this week in our weekly quiz text play to 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week,1,134
2310,spam,you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16 ,1,151
1812,ham,getting tickets 4 walsall tue 6 th march my mate is getting me them on sat ill pay my treat want 2 go txt bak terry,0,124
3309,ham,oh ho is this the first time u use these type of words,0,55
1323,ham,i thk 50 shd be ok he said plus minus 10 did ì leave a line in between paragraphs,0,85
984,ham,yo guess what i just dropped,0,28
5426,ham,oh yeah and my diet just flew out the window,0,45
2876,ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,0,103
2306,ham,aight thatll work thanks,0,26
605,ham,take care n get well soon,0,25
4206,ham,lets use it next week princess ,0,34
2883,ham,cbe is really good nowadayslot of shop and showroomscity is shaping good,0,77
5472,ham,well obviously not because all the people in my cool college life went home ,0,79
1816,ham,are you going to write ccna exam this week,0,44
5285,spam,urgent you have won a 1 week free membership in our å£100000 prize jackpot txt the word claim to no 81010 tc wwwdbuknet lccltd pobox 4403ldnw1a7rw18,1,156
2040,ham,you always make things bigger than they are,0,43
2934,ham,yeah we got one lined up for us,0,32
1302,ham,fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx ps this is my dads fone no credit,0,132
3626,ham,still chance there if you search hard you will get itlet have a try ,0,73
2972,ham,happy new year princess,0,24
2536,ham,you do what all you like,0,24
1239,ham,hope you are having a great new semester do wish you the very best you are made for greatness,0,96
1365,spam,hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k,1,101
3990,ham,i am on the way to ur home,0,26
1071,spam,urgent we are trying to contact u todays draw shows that you have won a å£800 prize guaranteed call 09050003091 from land line claim c52 valid12hrs only,1,157
3181,ham,my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa    naked,0,130
1393,ham,oh ok,0,7
2836,ham,1s reach home call me,0,23
749,ham,by monday next week give me the full gist,0,42
410,ham,come by our room at some point so we can iron out the plan for this weekend,0,75
2402,ham,oh oh wasted den muz chiong on sat n sun liao,0,54
5221,ham,jane babes not goin 2 wrk feel ill after lst nite foned in already cover 4 me chuck,0,89
4274,ham,haiyoh maybe your hamster was jealous of million,0,51
1854,ham,they didt play one day last year know even though they have very good team like india,0,89
1886,spam,dear 0776xxxxxxx uve been invited to xchat this is our final attempt to contact u txt chat to 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs ,1,155
4368,ham,anytime lor,0,14
4990,ham,we made it eta at taunton is 1230 as planned hope thatû÷s still okday good to see you xx,0,97
1561,ham,dnt worryuse ice pieces in a cloth packalso take 2 tablets,0,63
2998,ham,oh then your phone phoned me but it disconnected,0,49
3149,ham,yo howz u girls never rang after india l,0,43
110,ham,what is the plural of the noun research,0,40
2584,ham,hi happy birthday hi hi hi hi hi hi hi,0,39
2986,ham,im there and i can see you but you cant see me  maybe you should reboot ym  i seen the buzz,0,96
2116,ham,its that time of the week again ryan,0,38
425,ham,ok shell be ok i guess,0,25
1266,ham,hey sorry i didntgive ya a a bellearlier hunny,0,47
3615,ham,can you please ask macho what his price range is does he want something new or used plus it he only interfued in the blackberry bold  ltgt  or any bb,0,155
5519,ham,can you pls send me that company name in saibaba colany,0,56
554,ham,iû÷ll have a look at the frying pan in case itû÷s cheap or a book perhaps no thatû÷s silly a frying pan isnû÷t likely to be a book,0,135
1031,ham,yup bathe liao,0,17
2275,ham,is that on the telly no its brdget jones,0,42
5338,ham,so when do you wanna gym,0,25
661,ham,then mums repent how,0,22
2985,spam,reply to win å£100 weekly what professional sport does tiger woods play send stop to 87239 to end service,1,107
1730,ham,doing project w frens lor ,0,27
25,ham,just forced myself to eat a slice im really not hungry tho this sucks mark is getting worried he knows im sick when i turn down pizza lol,0,144
4005,ham,im fine babes aint been up 2 much tho saw scary movie yest its quite funny want 2mrw afternoon at town or mall or sumthinxx,0,127
688,ham,thanks love but am i doing torch or bold,0,42
5017,ham,babe  what are you doing  where are you  who are you talking to  do you think of me  are you being a good boy are you missing me do you love me ,0,152
3068,ham,ay wana meet on satì wkg on sat,0,34
1037,ham,naughty little thought its better to flirt flirt n flirt rather than loving someone n gettin hurt hurt n hurt gud nyt,0,128
499,ham,dear i have reache room,0,23
841,ham,pls send me a comprehensive mail about who im paying when and how much,0,73
2488,ham,aiyah e rain like quite big leh if drizzling i can at least run home,0,70
3316,ham,no worries hope photo shoot went well have a spiffing fun at workage ,0,72
2161,ham,is she replying has boye changed his phone number,0,50
2349,ham,yar else ill thk of all sorts of funny things,0,47
3187,spam,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08712101358 now only 10p per min btnationalrate,1,153
2870,ham,i actually did for the first time in a while i went to bed not too long after i spoke with you woke up at 7 how was your night,0,130
3416,ham,but i haf enuff space got like 4 mb,0,38
275,ham,thanx,0,8
438,ham,hi hope u get this txtjourney hasnt been gdnow about 50 mins late i think,0,76
891,ham,i am great princess what are you thinking about me ,0,55
3879,ham,hi juan im coming home on fri hey of course i expect a welcome party and lots of presents ill phone u when i get back loads of love nicky x x x x x x x x x,0,159
470,spam,okmail dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm,1,161
3805,spam,urgent we are trying to contact you last weekends draw shows that you have won a å£900 prize guaranteed call 09061701851 claim code k61 valid 12hours only,1,159
4016,ham,eek thats a lot of time especially since american pie is like 8 minutes long i cant stop singing it,0,103
2514,ham,ok ill send you with in  ltdecimalgt  ok,0,45
940,ham,no we sell it all so well have tons if coins then sell our coins to someone thru paypal voila money back in life pockets,0,126
3087,ham,wnevr i wana fal in luv vth my books my bed fals in luv vth me  yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,0,155
1150,ham,that said can you text him one more time,0,43
2285,ham,hi wkend ok but journey terrible wk not good as have huge back log of marking to do,0,85
3758,ham,god asked what is forgiveness a little child gave lovely reply,0,67
5270,ham,did u fix the teethif not do it asapok take care,0,51
1761,ham,got ur mail dileepthank you so muchand look forward to lots of supportvery less contacts hereremember one venugopal you mentionedtomorrow if not latei shall try to come up till theregoodnight dear,0,205
654,ham,did u got that persons story,0,28
530,spam,private your 2003 account statement for 07815296484 shows 800 unredeemed sim points call 08718738001 identifier code 41782 expires 181104 ,1,146
4067,spam,tbspersolvo been chasing us since sept forå£38 definitely not paying now thanks to your information we will ignore them kath manchester,1,141
3024,ham,what part of dont initiate dont you understand,0,52
2408,ham,dear where you will be when i reach there,0,41
3840,ham,howz painit will come down todaydo as i said ystrdayice and medicine,0,72
1038,ham,edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm,0,143
4957,ham,why didnt u call on your lunch,0,32
4548,ham,haha my friend tyler literally just asked if you could get him a dubsack,0,73
1121,spam,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1,153
2632,ham,i will cal you sir in meeting,0,30
2881,ham,hi harishs rent has been transfred to ur acnt,0,47
5089,ham,what type of stuff do you sing,0,31
4371,spam,ur balance is now å£600 next question complete the landmark big a bob b barry or c ben  text a b or c to 83738 good luck,1,133
483,ham,thank you baby i cant wait to taste the real thing,0,54
5446,ham,i am back good journey let me know if you need any of the receipts shall i tell you like the pendent,0,104
1646,ham,thts wat wright brother did to fly,0,36
3692,ham,i was about to do it when i texted i finished a long time ago and showered and erything,0,90
1299,ham,great to hear you are settling well so whats happenin wit ola,0,64
5563,ham,ard 6 like dat lor,0,19
2070,spam,sexy singles are waiting for you text your age followed by your gender as wither m or f eg23f for gay men text your age followed by a g eg23g,1,149
2415,ham,huh means computational science y they like dat one push here n there,0,75
4494,ham,hope this text meets you smiling if not then let this text give you a reason to smile have a beautiful day,0,109
3314,spam,free message activate your 500 free text messages by replying to this message with the word free for terms  conditions visit www07781482378com,1,146
3782,ham,can you do online transaction,0,30
2141,ham,alright took the morphine back in yo,0,38
2603,ham,im at arestaurant eating squid i will be out about 1030 wanna dosomething or is that to late,0,99
2678,ham,was playng 9 doors game and gt racing on phone lol,0,50
2371,ham,hmm too many of them unfortunately pics obviously arent hot cakes its kinda fun tho,0,88
191,ham,im sorry ive joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week,0,185
2314,ham,also that chat was awesome but dont make it regular unless you can see her in person,0,85
1132,ham,good morning princess how are you,0,35
5038,ham,pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala,0,98
4458,spam,welcome to ukmobiledate this msg is free giving you free calling to 08719839835 future mgs billed at 150p daily to cancel send go stop to 89123,1,151
733,ham,even u dont get in trouble while convincingjust tel him once or twice and just tel neglect his msgs dont c and read itjust dont reply,0,137
1673,spam,monthly password for wap mobsicom is 391784 use your wap phone not pc,1,73
1438,ham,arms fine hows cardiff and uni ,0,34
4720,ham,yup anything lor if u dun wan its ok,0,42
3734,ham,itû÷s å£6 to get in is that ok,0,33
557,ham,i know that my friend already told that,0,40
